event_id,japones,es_oficial
22031000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22031000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22031000,",ふう…。\n%2F残念　%1F負けちゃったか。",¿Y bien? ¿Queréis volver a jugar?
22031000,■初回BGM読み込みなし,"Entonces, ¡adelante!"
22031000,ざんねん,"Vale, pero un partido más y ya está."
22031100,$■初回ミニマップ読み込みなし,¿Aquí es donde te entrenas?
22031100,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22031100,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22031100,Pそのまえに　ちゃんと\nみんなの%2F様子も%1F見てきなさいよ。\n%2F円堂くん。,¡Mirad y aprended!
22031100,■初回BGM読み込みなし,"¡Sí, por supuesto!\n¿A que mola?"
22031100,えんどう,"¡Exacto!\nSi queréis ser más rápidos en el campo,\ndebéis aprender a moveros como el viento."
22031100,だいじょうぶ,Pero ¿eso no es una tabla de snowboard?
22031100,ようす,¡Hala! ¡Qué velocidad!
22031200,$■初回ミニマップ読み込みなし,¡No soy lo bastante rápido!\n¡Debo ser más veloz para derrotar\na la Academia Alius!
22031200,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22031200,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22031200,■初回BGM読み込みなし,"¡Eh, Nathan!"
22031300,$■初回ミニマップ読み込みなし,"¿Has entrenado bastante por hoy, Mark?"
22031300,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22031300,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22031300,■初回BGM読み込みなし,Me pregunto cuándo llegará\nla Academia Alius...
22031400,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22031400,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22031400,Hおまえ　あのままだったら\nエイリアのヤツらに\nやられてたんだぞ…！,Ah... Aaaaah... Ah...
22031400,■初回BGM読み込みなし,"¡Ahí está! ¡Eh, Shawn!"
22031500,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22031500,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22031500,■初回BGM読み込みなし,Así que estos son los extraterrestres...
22038000,$■初回ミニマップ読み込みなし,Ah... Aaah...
22038000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22038000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22038100,$■初回ミニマップ読み込みなし,Por aquí no hay nada.\nDeberías dar la vuelta.
22038100,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22038100,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22038100,■初回BGM読み込みなし,Creo que las pisadas no\niban en esta dirección.
22038200,$■初回ミニマップ読み込みなし,¡Uuuf! ¡Estoy molido de tanto conducir!
22038200,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22038200,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22038200,■初回BGM読み込みなし,"Voy a descansar aquí un rato.\nCuando estéis listos para partir,\nno tenéis más que decírmelo."
22040100,$■初回ミニマップ読み込みなし,Te lo digo en serio.\n¡Lo he visto con mis propios ojos!
22040100,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040100,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040100,■初回BGM読み込みなし,Pero ¿qué pasa aquí?
22040100,どないしたんどす？,Había un hombre muy raro merodeando\nde nuevo por aquí. Este chico dice que\nlo ha visto.
22040150,$■初回ミニマップ読み込みなし,¿Estáis listos?
22040150,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040150,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040150,■初回BGM読み込みなし,"¡En ese caso, allá vamos!"
22040170,$■初回ミニマップ読み込みなし,Ah... Es Seymour.
22040170,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040170,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040170,■初回BGM読み込みなし,"Entonces, ¿piensas continuar con la\ninvestigación tú solo?"
22040200,$■初回ミニマップ読み込みなし,"¡Oye! ¡Mira por dónde andas, papanatas!"
22040200,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040200,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040200,■初回BGM読み込みなし,¿Qué está pasando aquí?
22040300,$■初回ミニマップ読み込みなし,Aquí está: el Instituto Claustro Sagrado...
22040300,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040300,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040300,■初回BGM読み込みなし,¡Aiiyáaa! ¡Aiiyáaa!
22040400,$■初回ミニマップ読み込みなし,¿Estáis preparados psíquica y\nespiritualmente?
22040400,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040400,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040400,Tそれに　あの\n%1F研ぎ%1F澄まされた%1F技の%2F数々…。\nやはり　%1F日ごろから,¡Esta vez no os echéis atrás! ¡Que comience\nla prueba de destreza!
22040400,■初回BGM読み込みなし,"En ese caso, ¡que comience la prueba\nde destreza!"
22040400,かずかず,"¡Y qué técnicas! Son imparables,\ncomo una tormenta."
22040400,わざ,"Ha sido impresionante, toda una exhibición de\ndestreza. Desde luego, la reputación del\nInstituto Raimon es más que merecida."
22040500,$■初回ミニマップ読み込みなし,¿Qué está pasando ahí?
22040500,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040500,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040500,■初回BGM読み込みなし,¿Celia? ¿Qué es...?
22040600,$■初回ミニマップ読み込みなし,"¿Has conseguido ya despejar la mente,\nMark?"
22040600,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040600,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040600,■初回BGM読み込みなし,"Ah, Scotty."
22040700,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040700,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040700,■初回BGM読み込みなし,Un momento... ¡Xavier! ¿Eres tú?
22040710,$■初回ミニマップ読み込みなし,¿Qué pasa? ¿Estáis buscando al tipo ese\nque ha estado causando tantos problemas\núltimamente?
22040710,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040710,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040710,■初回BGM読み込みなし,"Pues, ahora que lo mencionáis, Ken estaba\ndiciendo que atraparía a ese hombre\ny se convertiría en un héroe."
22040720,$■初回ミニマップ読み込みなし,¡Ken! ¿Dónde estás? ¿Quién te ha dado\npermiso para escaquearte? ¡Ni siquiera\nhas hecho los deberes!
22040720,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040720,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040720,■初回BGM読み込みなし,Un momento... ¿No ha estado diciendo por\nahí que se convertiría en un héroe y que\ndaría con el hombre misterioso?
22040800,$■初回ミニマップ読み込みなし,"¿Qué queréis?\nAh, os interesa lo que\nestoy haciendo, ¿eh?"
22040800,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040800,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040800,H…わからない。\nでもさ　%1F今のあいつは\n%1F昔のレーゼじゃない。,Estoy acechando al canalla ese que lleva\nalgún tiempo causando problemas. ¡Me muero\npor ser yo quien le capture!
22040800,■初回BGM読み込みなし,"Está bien. Os lo contaré. Pero no os vayáis\na chivar a mi madre, ¿eh?"
22040800,いま,¿Qué? ¿Queréis encontrarlo vosotros?
22040800,むかし,¡Ni hablar! ¡Vosotros lo que queréis es\nllevaros todo el mérito!
22040900,$■初回ミニマップ読み込みなし,Ahí está Scotty. ¿Qué está pasando aquí?\nLos demás parecen muy enfadados.\n¿Se habrá metido en líos?
22040900,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040900,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040900,■初回BGM読み込みなし,Eeh... ¿Hola...? ¿Ocurre algo?
22040950,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22040950,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22040950,■初回BGM読み込みなし,"Por mucho que insistáis, no pienso cambiar\nde opinión."
22041000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22041000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22041000,X%2F毎日　そうじや%2F雑用で\nスピードの%2F特訓をしたかいが\nあったのではなくて？,"Que empiece el partido... Para gusanos como\nvosotros, el mero hecho de que nos dignemos\na derrotaros ya debería ser un honor."
22041000,■初回BGM読み込みなし,"Bueno, terrícolas...\n¿Estáis listos para afrontar la derrota que\nsupondrá vuestro exterminio definitivo?"
22041000,ざつよう,Pon a Scotty de titular.
22041000,とっくん,"¿Todavía estáis aterrorizados? No esperaba\nmenos de vosotros. Os concedo algo más de\ntiempo, aunque no tenéis nada que hacer."
22041000,まいにち,Haz que Scotty pueda salir a jugar.
22048000,$■初回ミニマップ読み込みなし,"Mark, si aún no has logrado despejar la\nmente, te vendrá bien observar a los alumnos\ndel Claustro Sagrado."
22048000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22048000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22048000,■初回BGM読み込みなし,A todo esto... Scotty ha desaparecido.\nQué peñazo...
22048100,$■初回ミニマップ読み込みなし,¡No podéis pasar por aquí! ¡Pienso\nencontrarlo yo mismo y sanseacabó!
22048100,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22048100,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22048100,■初回BGM読み込みなし,¿Qué estoy diciendo? ¡Es un secreto!
22050100,$■初回ミニマップ読み込みなし,"¡Jua, ja, ja!\n¡Por fin!"
22050100,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050100,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050100,■初回BGM読み込みなし,¡Mi nueva fortaleza está terminada!\n¡Pronto el mundo conocerá el poder\nde la Royal Academy Redux!
22050110,$■初回ミニマップ読み込みなし,¿Estamos listos?
22050110,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050110,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050110,■初回BGM読み込みなし,¡Genial! ¡Hay que ponerse en marcha!
22050200,$■初回ミニマップ読み込みなし,¿Esto es Ehime? Qué raro... Me esperaba\nmás ambiente...
22050200,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050200,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050200,■初回BGM読み込みなし,"Oye, oye..."
22050300,$■初回ミニマップ読み込みなし,"Oye, ¿te puedo hacer una pregunta?"
22050300,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050300,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050300,■初回BGM読み込みなし,¡Eeh! ¿¡Por qué ha salido corriendo!?
22050310,$■初回ミニマップ読み込みなし,¡N-no se me da bien el fútbol!
22050310,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050310,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050310,■初回BGM読み込みなし,"¡De hecho, no he jugado en mi vida!\n¡Así que no me secuestréis, por favor!"
22050400,$■初回ミニマップ読み込みなし,¿Qué? ¿Habéis venido a hablar con Oswald?
22050400,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050400,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050400,■初回BGM読み込みなし,Oswald es mi hijo. Pero ahora mismo no está\nen condiciones de hablar con nadie.
22050500,$■初回ミニマップ読み込みなし,¡Hola! ¿Eres Oswald?
22050500,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050500,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050500,0おとなしく　%1F引っ%1F込んでいるんだな！,Tranquilo. Hemos venido a detener\na esos secuestradores.
22050500,4%3F脱走者を%2F発見！\n%1FＤ−２４%2F地点だ！,"Habéis venido para secuestrarme de nuevo,\n¿verdad? ¡No os acerquéis a mí!"
22050500,■初回BGM読み込みなし,"Verás, me gustaría preguntarte una cosa,\nsi te parece bien."
22050500,だっそうしゃ,¡Espera! No tenemos nada que ver\ncon esos desalmados.
22050500,ちてん,Pues sí...\n¡Está muy preocupado por ti!
22050500,でぃー,Mark enseña a Oswald las botas.
22050500,はっけん,¡Mira! Tu padre nos dejó coger esto prestado.
22050600,$■初回ミニマップ読み込みなし,Este debe de ser el muelle en el que\nOswald vio el monstruo marino.
22050600,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050600,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050600,■初回BGM読み込みなし,Está todo demasiado tranquilo. Y mira cuántos\ncuervos... Dan un mal rollo que no veas.
22050700,$■初回ミニマップ読み込みなし,¡Alto!\n¡Esta es la Royal Academy!\n¡Está prohibida la entrada!
22050700,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050700,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050700,■初回BGM読み込みなし,"Perdón, ¿os importaría ir a decirles\na los del equipo de fútbol que ha venido\nJude Sharp y que necesita hablar con ellos?"
22050800,$■初回ミニマップ読み込みなし,Eh...\n¿Ese de ahí no es Jude Sharp?\n¡Está con el Raimon!
22050800,%2F不動さま！,¡Bloom! ¡Drent! ¡Master!
22050800,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050800,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050800,h%1F真・%2F帝国は%2F愛媛の%2F埠頭の%2F海辺に\n%1F来ればわかると\n%4F響木監督に%2F報告しないとな。,La Royal Academy Redux.\nNecesito preguntaros algo sobre ese tema.
22050800,■初回BGM読み込みなし,Pero si dejó tirada a la Royal Academy...\n¿Qué hace aquí ese tío?
22050800,うみべ,"Oímos los rumores sobre la Royal Academy\nRedux, así que intentamos investigarlo, pero..."
22050800,えひめ,¿En serio?
22050800,しん,¿Dejó Ray Dark alguna pista por aquí?\nCualquier detalle puede ser importante.
22050800,ていこく,Sabía que preguntarías eso.
22050800,ひびきかんとく,Perdimos el contacto con Samford y King.\nEstaban investigando en Ehime...
22050800,ふとう,Lo siento... Pero parece que Dark se llevó\ntodos sus papeles consigo cuando se marchó.
22050800,ふどう,"¡Cuánto tiempo! Si has venido aquí,\nseguramente es por lo de..."
22050800,ほうこく,¡¿Q-qué?!\n¿Por qué no me lo dijisteis antes?
22050900,$■初回ミニマップ読み込みなし,¡Esto tiene mala pinta! ¡El entrenador\nestá rodeado de guardias!
22050900,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22050900,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22050900,■初回BGM読み込みなし,¡Aaaaah! ¡Aaaaaaaaah!
22051000,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22051000,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22051000,■初回BGM読み込みなし,El capitán de la nueva Royal dijo\nque estarían por aquí.
22051100,$■初回ミニマップ読み込みなし,¡Llegó la hora! ¡Enfréntate a la nueva Royal!
22051100,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22051100,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22051200,$■初回ミニマップ読み込みなし,"Cuánto tiempo, Mark Evans... Demasiado.\nLo mismo te digo, Jude Sharp..."
22051200,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22051200,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22051200,■初回BGM読み込みなし,¡Dark! ¿Qué es lo que estás tramando ahora?
22058100,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22058100,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22058200,$■初回ミニマップ読み込みなし,"Mark, ¿os importaría ir a la Royal Academy\npara ver si descubrís algo sobre su nuevo\nequipo?"
22058200,%s\nを%1F手に%1F入れた！,Has obtenido:\n%s
22058200,",%sの\n%3F秘伝書を%1F手に%1F入れた！",¡Has obtenido el cuaderno\n%s!
22058200,■初回BGM読み込みなし,"Había demasiados guardias cuando intenté\nacercarme al mar, pero..."
